"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00205050","2017-01-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","   18",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","    6",",,7",,,"   50",",,7,0700",,
"USC00205050","2017-01-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  144",",,7","   22",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-01-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  106",",,7","   28",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-01-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","   36",",,7,0700","    0",",,7,","    0",",,7,","   61",",,7","   28",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-01-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","   50",",,7","   11",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-01-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","   78",",,7","   11",",,7",,,"   17",",,7,0700",,
"USC00205050","2017-01-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,7,0700","    3",",,7,","    0",",,7,","   33",",,7","  -11",",,7",,,"  -11",",,7,0700",,
"USC00205050","2017-01-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0","T,,7,","    0",",,7,","   -6",",,7","  -39",",,7",,,"  -22",",,7,0700",,
"USC00205050","2017-01-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,7,0700","   28",",,7,","   25",",,7,","  -17",",,7","  -39",",,7",,,"  -33",",,7,0700",,
"USC00205050","2017-01-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,7,0700","   20",",,7,","   51",",,7,","  -17",",,7","  -94",",,7",,,"  -83",",,7,0700",,
"USC00205050","2017-01-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","   64",",,7,0700","   74",",,7,","  127",",,7,","  -28",",,7","  -83",",,7",,,"  -33",",,7,0700",,
"USC00205050","2017-02-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","   20",",,7,0700","   20",",,7,","  127",",,7,","   17",",,7","  -39",",,7",,,"  -17",",,7,0700",,
"USC00205050","2017-02-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,7,0700","   10",",,7,","  102",",,7,","   39",",,7","  -78",",,7",,,"  -78",",,7,0700",,
"USC00205050","2017-02-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","  102",",,7,","  -39",",,7"," -144",",,7",,," -122",",,7,0700",,
"USC00205050","2017-02-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","  102",",,7,","  -39",",,7"," -144",",,7",,," -117",",,7,0700",,
"USC00205050","2017-02-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",I,7,","  -11",",,7"," -117",",,7",,,"  -28",",,7,0700",,
"USC00205050","2017-02-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",I,7,","   51",",I,7,","   33",",,7","  -89",",,7",,,"  -89",",,7,0700",,
"USC00205050","2017-02-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,7,0700","    0",",,7,","   25",",,7,","   72",",,7","  -89",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-02-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","  284",",,7,0700","    0",",,7,","    0",",,7,","  117",",,7","   -6",",,7",,,"   -6",",,7,0700",,
"USC00205050","2017-02-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    3",",,7,","    0",",,7,","   -6",",,7","  -72",",,7",,,"  -72",",,7,0700",,
"USC00205050","2017-02-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  -50",",,7","  -94",",,7",,,"  -72",",,7,0700",,
"USC00205050","2017-02-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   39",",,7","  -72",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-02-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","   58",",,7,0700","    0",",,7,","    0",",,7,","   83",",,7","   11",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-02-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","  -22",",,7",,,"  -22",",,7,0700",,
"USC00205050","2017-02-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   67",",,7","  -33",",,7",,,"  -11",",,7,0700",,
"USC00205050","2017-02-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  100",",,7","  -28",",,7",,,"  -17",",,7,0700",,
"USC00205050","2017-02-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  -17",",,7","  -44",",,7",,,"  -44",",,7,0700",,
"USC00205050","2017-02-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","    6",",,7","  -44",",,7",,,"  -33",",,7,0700",,
"USC00205050","2017-02-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  111",",,7","  -33",",,7",,,"    0",",,7,0700",,
"USC00205050","2017-02-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  200",",,7","  -11",",,7",,,"    6",",,7,0700",,
"USC00205050","2017-02-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  183",",,7","  -11",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-02-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  128",",,7","   17",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-02-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  167",",,7","   28",",,7",,,"   39",",,7,0700",,
"USC00205050","2017-02-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  167",",,7","   33",",,7",,,"  117",",,7,0700",,
"USC00205050","2017-02-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","   15",",,7,0700","    0",",,7,","    0",",,7,","  189",",,7","   39",",,7",,,"   50",",,7,0700",,
"USC00205050","2017-02-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","   81",",,7,0700","    0",",,7,","    0",",,7,","  194",",,7","    6",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-02-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0","T,,7,","    0",",,7,","   11",",,7","  -56",",,7",,,"  -56",",,7,0700",,
"USC00205050","2017-02-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","  -61",",,7",,,"  -22",",,7,0700",,
"USC00205050","2017-02-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","   15",",,7,0700","    0",",,7,","    0",",,7,","  106",",,7","  -28",",,7",,,"   39",",,7,0700",,
"USC00205050","2017-03-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","  351",",,7,0700","    0",",,7,","    0",",,7,","  139",",,7","   39",",,7",,,"  100",",,7,0700",,
"USC00205050","2017-03-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0","T,,7,","    0",",,7,","  133",",,7","  -44",",,7",,,"  -44",",,7,0700",,
"USC00205050","2017-03-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,7,0700","    3",",,7,","    0",",,7,","    0",",,7","  -78",",,7",,,"  -78",",,7,0700",,
"USC00205050","2017-03-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  -11",",,7"," -100",",,7",,,"  -56",",,7,0700",,
"USC00205050","2017-03-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","    6",",,7","  -56",",,7",,,"  -28",",,7,0700",,
"USC00205050","2017-03-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   94",",,7","  -28",",,7",,,"   89",",,7,0700",,
"USC00205050","2017-03-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","   46",",,7,0700","    0",",,7,","    0",",,7,","  144",",,7","   89",",,7",,,"  128",",,7,0700",,
"USC00205050","2017-03-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  139",",,7","   28",",,7",,,"   50",",,7,0700",,
"USC00205050","2017-03-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  117",",,7","  -11",",,7",,,"  -11",",,7,0700",,
"USC00205050","2017-03-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","   61",",,7","  -33",",,7",,,"  -33",",,7,0700",,
"USC00205050","2017-03-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   -6",",,7"," -117",",,7",,,"  -94",",,7,0700",,
"USC00205050","2017-03-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  -11",",,7"," -111",",,7",,,"  -33",",,7,0700",,
"USC00205050","2017-03-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,7,0700","   10",",,7,","    0","T,,7,","    0",",,7","  -56",",,7",,,"  -56",",,7,0700",,
"USC00205050","2017-03-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","   58",",,7,0700","   61",",,7,","   76",",,7,","  -39",",,7"," -106",",,7",,," -100",",,7,0700",,
"USC00205050","2017-03-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","   76",",,7,","  -39",",,7"," -122",",,7",,," -106",",,7,0700",,
"USC00205050","2017-03-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","   25",",,7,","   -6",",,7"," -106",",,7",,,"  -67",",,7,0700",,
"USC00205050","2017-03-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   50",",,7","  -83",",,7",,,"  -56",",,7,0700",,
"USC00205050","2017-03-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","   46",",,7,0700","   10",",,7,","    0","T,,7,","    6",",,7","  -56",",,7",,,"    6",",,7,0700",,
"USC00205050","2017-03-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","   18",",,7,0700","    0","T,,7,","    0",",,7,","   39",",,7","    0",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-03-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","   25",",,7,0700","    0",",,7,","    0",",,7,","   44",",,7","   -6",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-03-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,7,0700","    0",",,7,","    0",",,7,","   83",",,7","   -6",",,7",,,"   33",",,7,0700",,
"USC00205050","2017-03-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  139",",,7","  -72",",,7",,,"  -72",",,7,0700",,
"USC00205050","2017-03-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   39",",,7","  -72",",,7",,,"  -72",",,7,0700",,
"USC00205050","2017-03-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","  216",",,7,0700","    0",",,7,","    0",",,7,","   67",",,7","  -72",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-03-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  250",",,7","   56",",,7",,,"   67",",,7,0700",,
"USC00205050","2017-03-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,7,0700","    0",",,7,","    0",",,7,","   72",",,7","   39",",,7",,,"   44",",,7,0700",,
"USC00205050","2017-03-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","   89",",,7,0700","    0",",,7,","    0",",,7,","  106",",,7","   39",",,7",,,"   89",",,7,0700",,
"USC00205050","2017-03-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  161",",,7","   72",",,7",,,"   72",",,7,0700",,
"USC00205050","2017-03-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   83",",,7","  -22",",,7",,,"  -22",",,7,0700",,
"USC00205050","2017-03-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,7,0700","    0",",,7,","    0",",,7,","  133",",,7","  -22",",,7",,,"   50",",,7,0700",,
"USC00205050","2017-03-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","  335",",,7,0700","    0",",,7,","    0",",,7,","   50",",,7","   28",",,7",,,"   39",",,7,0700",,
"USC00205050","2017-04-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","   23",",,7,0700","    0",",,7,","    0",",,7,","   50",",,7","   22",",,7",,,"   22",",,7,0700",,
"USC00205050","2017-04-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  144",",,7","   -6",",,7",,,"   -6",",,7,0700",,
"USC00205050","2017-04-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  144",",,7","   -6",",,7",,,"   78",",,7,0700",,
"USC00205050","2017-04-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","  119",",,7,0700","    0",",,7,","    0",",,7,","  133",",,7","   78",",,7",,,"  117",",,7,0700",,
"USC00205050","2017-04-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,7,0700","    0",",,7,","    0",",,7,","  117",",,7","   17",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-04-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","  343",",,7,0700","    0",",,7,","    0",",,7,","   89",",,7","   28",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-04-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","  107",",,7,0700","    0",",,7,","    0",",,7,","   28",",,7","    6",",,7",,,"   11",",,7,0700",,
"USC00205050","2017-04-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  117",",,7","  -17",",,7",,,"  -17",",,7,0700",,
"USC00205050","2017-04-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  161",",,7","  -22",",,7",,,"   83",",,7,0700",,
"USC00205050","2017-04-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7","   83",",,7",,,"  144",",,7,0700",,
"USC00205050","2017-04-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","  168",",,7,0700","    0",",,7,","    0",",,7,","  228",",,7","  100",",,7",,,"  117",",,7,0700",,
"USC00205050","2017-04-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,",,,"   67",",,7",,,"   67",",,7,0700",,
"USC00205050","2017-04-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  156",",,7","   56",",,7",,,"   67",",,7,0700",,
"USC00205050","2017-04-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  128",",,7","   67",",,7",,,"   72",",,7,0700",,
"USC00205050","2017-04-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","   25",",,7,0700","    0",",,7,","    0",",,7,","  183",",,7","   67",",,7",,,"  139",",,7,0700",,
"USC00205050","2017-04-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  139",",,7",,,"  172",",,7,0700",,
"USC00205050","2017-04-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,",,,"   56",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-04-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  211",",,7","   39",",,7",,,"   39",",,7,0700",,
"USC00205050","2017-04-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  200",",,7","   39",",,7",,,"  133",",,7,0700",,
"USC00205050","2017-04-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","  173",",,7,0700","    0",",,7,","    0",",,7,","  206",",,7","   94",",,7",,,"   94",",,7,0700",,
"USC00205050","2017-04-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  100",",,7","   28",",,7",,,"   44",",,7,0700",,
"USC00205050","2017-04-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  172",",,7","   11",",,7",,,"   22",",,7,0700",,
"USC00205050","2017-04-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","   22",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-04-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  222",",,7","   28",",,7",,,"  100",",,7,0700",,
"USC00205050","2017-04-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  233",",,7","  100",",,7",,,"  128",",,7,0700",,
"USC00205050","2017-04-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","  117",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  122",",,7",,,"  194",",,7,0700",,
"USC00205050","2017-04-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","   23",",,7,0700","    0",",,7,","    0",",,7,","  200",",,7","   56",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-04-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  172",",,7","   56",",,7",,,"   94",",,7,0700",,
"USC00205050","2017-04-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","   71",",,7,0700","    0",",,7,","    0",",,7,","  111",",,7","   44",",,7",,,"   67",",,7,0700",,
"USC00205050","2017-05-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","  145",",,7,0700","    0",",,7,","    0",",,7,","  156",",,7","   44",",,7",,,,,,
"USC00205050","2017-05-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","   25",",,7,0700","    0",",,7,","    0",",,7,","  189",",,7","   67",",,7",,,"   67",",,7,0700",,
"USC00205050","2017-05-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,7,0700","    0",",,7,","    0",",,7,","   94",",,7","   22",",,7",,,"   28",",,7,0700",,
"USC00205050","2017-05-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,7,0700","    0",",,7,","    0",",,7,","  161",",,7","   22",",,7",,,"   72",",,7,0700",,
"USC00205050","2017-05-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","  249",",,7,0700","    0",",,7,","    0",",,7,","   78",",,7","   56",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-05-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","   30",",,7,0700","    0",",,7,","    0",",,7,","  106",",,7","   33",",,7",,,"   33",",,7,0700",,
"USC00205050","2017-05-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  144",",,7","   11",",,7",,,"   44",",,7,0700",,
"USC00205050","2017-05-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  139",",,7","  -11",",,7",,,"  -11",",,7,0700",,
"USC00205050","2017-05-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  150",",,7","  -11",",,7",,,"   -6",",,7,0700",,
"USC00205050","2017-05-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  178",",,7","   -6",",,7",,,"   67",",,7,0700",,
"USC00205050","2017-05-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","   38",",,7,0700","    0",",,7,","    0",",,7,","  194",",,7","   67",",,7",,,"   78",",,7,0700",,
"USC00205050","2017-05-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  189",",,7","   44",",,7",,,"   44",",,7,0700",,
"USC00205050","2017-05-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  211",",,7","   44",",,7",,,"  189",",,7,0700",,
"USC00205050","2017-05-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  233",",,7","  111",",,7",,,"  128",",,7,0700",,
"USC00205050","2017-05-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  222",",,7","   56",",,7",,,"   56",",,7,0700",,
"USC00205050","2017-05-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,7,0700","    0",",,7,","    0",",,7,","  233",",,7","   56",",,7",,,"  117",",,7,0700",,
"USC00205050","2017-05-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  111",",,7",,,"  189",",,7,0700",,
"USC00205050","2017-05-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  189",",,7",,,"  217",",,7,0700",,
"USC00205050","2017-05-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","   78",",,7",,,"   78",",,7,0700",,
"USC00205050","2017-05-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,7,0700","    0",",,7,","    0",",,7,","  128",",,7","   78",",,7",,,"  111",",,7,0700",,
"USC00205050","2017-05-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","  267",",,7,0700","    0",",,7,","    0",",,7,","  183",",,7","  111",",,7",,,"  144",",,7,0700",,
"USC00205050","2017-05-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  244",",,7","   94",",,7",,,"  100",",,7,0700",,
"USC00205050","2017-05-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","  100",",,7",,,"  128",",,7,0700",,
"USC00205050","2017-05-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,","  233",",,7","  128",",,7",,,"  133",",,7,0700",,
"USC00205050","2017-05-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","  178",",,7,0700","    0",",,7,","    0",",,7,","  200",",,7","  128",",,7",,,"  144",",,7,0700",,
"USC00205050","2017-05-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,7,0700","    0",",,7,","    0",",,7,","  172",",,7","  128",",,7",,,"  133",",,7,0700",,
"USC00205050","2017-05-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","  128",",,7",,,"  156",",,7,0700",,
"USC00205050","2017-05-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  233",",,7","  128",",,7",,,"  189",",,7,0700",,
"USC00205050","2017-05-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","   64",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  117",",,7",,,"  194",",,7,0700",,
"USC00205050","2017-05-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  261",",,7","   94",",,7",,,"  100",",,7,0700",,
"USC00205050","2017-05-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,","  222",",,7","  100",",,7",,,"  122",",,7,0700",,
"USC00205050","2017-06-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  228",",,7","   89",",,7",,,"  106",",,7,0700",,
"USC00205050","2017-06-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  244",",,7","   83",",,7",,,"   89",",,7,0700",,
"USC00205050","2017-06-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","   89",",,7",,,"  106",",,7,0700",,
"USC00205050","2017-06-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","   89",",,7",,,"  183",",,7,0700",,
"USC00205050","2017-06-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  150",",,7",,,"  167",",,7,0700",,
"USC00205050","2017-06-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","  100",",,7",,,"  106",",,7,0700",,
"USC00205050","2017-06-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","  100",",,7",,,"  100",",,7,0700",,
"USC00205050","2017-06-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7","   78",",,7",,,"   83",",,7,0700",,
"USC00205050","2017-06-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","   83",",,7",,,"  139",",,7,0700",,
"USC00205050","2017-06-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  139",",,7",,,"  217",",,7,0700",,
"USC00205050","2017-06-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  172",",,7",,,"  178",",,7,0700",,
"USC00205050","2017-06-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  172",",,7",,,"  172",",,7,0700",,
